Symbol,Name,Last,Change,%Chg,"Options Vol.","% Call Options","% Put Options",Time
TVPT,"Travelport Worldwide Ltd",17.77,-0.12,-0.67%,722,99.0%,1.0%,"11:36 ET"
BFR,"Bbva Banco Frances S.A.",8.2,-0.54,-6.18%,717,64.2%,35.8%,"11:30 ET"
BLL,"Ball Corp",42.55,-0.63,-1.46%,717,69.3%,30.7%,"11:36 ET"
CNC,"Centene Corp",144.12,0.69,+0.48%,716,52.9%,47.1%,"11:36 ET"
ALDR,"Alder Biopharma",17.7,-0.029999999999998,-0.17%,716,6.0%,94.0%,"11:34 ET"
GWRE,"Guidewire Software Inc",100.39,2.17,+2.21%,715,46.6%,53.4%,"11:33 ET"
STLD,"Steel Dynamics Inc",45.99,-0.2,-0.43%,711,30.2%,69.8%,"11:36 ET"
GLW,"Corning Inc",33.72,-0.25,-0.74%,706,97.5%,2.5%,"11:36 ET"
BLCM,"Bellicum Pharma Comm",6.07,-0.09,-1.46%,705,91.1%,8.9%,"11:33 ET"
YRCW,"YRC Worldwide",9.37,-0.17,-1.78%,702,93.7%,6.3%,"11:33 ET"
MOH,"Molina Healthcare Inc",143.18,2.74,+1.95%,702,17.1%,82.9%,"11:35 ET"
JACK,"Jack In The Box Inc",85.95,0.72,+0.84%,702,28.3%,71.7%,"11:36 ET"
EPAY,"Bottomline Tech In",68.18,0.45,+0.66%,702,93.6%,6.4%,"11:34 ET"
SALT,"Scorpio Bulkers Inc",6.9,0,0.00%,701,100.0%,0.0%,"11:21 ET"
KEX,"Kirby Corp",77.25,-0.3,-0.39%,697,52.8%,47.2%,"11:32 ET"
FBP,"First Bancorp",8.55,0.17,+2.03%,697,89.1%,10.9%,"11:34 ET"
AGO,"Assured Guaranty Ltd",40.85,0.35,+0.86%,696,45.1%,54.9%,"11:35 ET"
FGEN,"Fibrogen Inc CS",58.8,0.2,+0.34%,695,65.0%,35.0%,"11:34 ET"
SPG,"Simon Property Group",184.79,2.7,+1.48%,693,48.9%,51.1%,"11:36 ET"
BPL,"Buckeye Partners LP",37.08,-0.11,-0.30%,692,71.0%,29.0%,"11:33 ET"
BGS,"B&G Foods Holdings",31.75,-0.2,-0.63%,692,92.8%,7.2%,"11:33 ET"
CARA,"Cara Therapeutics",20.16,-0.02,-0.10%,692,84.2%,15.8%,"11:36 ET"
MZOR,"Mazor Robotics Ads",48.54,0.19,+0.39%,692,66.9%,33.1%,"11:25 ET"
NCLH,"Norwegian Cruise Ord",53.14,-0.28,-0.52%,691,37.9%,62.1%,"11:35 ET"
RETA,"Reata Pharma Cla",82.98,-0.31999999999999,-0.38%,691,24.0%,76.0%,"11:29 ET"
FIS,"Fidelity National Information Services",108.59,-0.13,-0.12%,688,79.5%,20.5%,"11:34 ET"
GPRE,"Green Plains Inc",17,-0.1,-0.58%,687,96.1%,3.9%,"11:23 ET"
EMR,"Emerson Electric Company",76.34,0.070000000000007,+0.09%,686,73.9%,26.1%,"11:34 ET"
BMRN,"Biomarin Pharmaceut",97.17,-0.34,-0.35%,686,13.0%,87.0%,"11:32 ET"
DQ,"Daqo New Energy",32.01,0.73,+2.33%,683,16.5%,83.5%,"11:21 ET"
FLWS,1-800-Flowers.Com,11.85,0.15,+1.28%,681,89.4%,10.6%,"11:22 ET"
MLCO,"Melco Resorts & Entertainment",19.55,-0.74,-3.65%,678,37.0%,63.0%,"11:36 ET"
CE,"Celanese Corp",114.25,-0.069999999999993,-0.06%,677,86.3%,13.7%,"11:35 ET"
DECK,"Deckers Outdoor Corp",117.83,-0.91,-0.77%,673,74.9%,25.1%,"11:23 ET"
DPZ,"Domino's Pizza Inc",289.8,-3.98,-1.35%,673,53.5%,46.5%,"11:36 ET"
BBL,"Bhp Billiton Plc",39.07,-0.18,-0.46%,673,75.3%,24.7%,"11:35 ET"
XEC,"Cimarex Energy Co",85.47,0.92999999999999,+1.10%,672,69.6%,30.4%,"11:34 ET"
MA,"Mastercard Inc",211.86,0.19000000000003,+0.09%,662,57.7%,42.3%,"11:36 ET"
PVAC,"Penn Va Corp",75.68,2.24,+3.05%,660,43.6%,56.4%,"11:31 ET"
DNKN,"Dunkin' Brands Group",76.29,-0.019999999999996,-0.03%,659,69.8%,30.2%,"11:36 ET"
CLNE,"Clean Energy Fuels",2.67,-0.02,-0.74%,655,93.7%,6.3%,"11:34 ET"
INVA,"Innoviva Inc",14.61,0.08,+0.55%,654,79.2%,20.8%,"11:32 ET"
ENB,"Enbridge Inc",33.83,0.079999999999998,+0.24%,651,65.6%,34.4%,"11:36 ET"
CP,"Canadian Pacific Railway",208.99,4.05,+1.98%,651,22.0%,78.0%,"11:36 ET"
STMP,"Stamps.Com Inc",241.65,0.80000000000001,+0.33%,649,38.5%,61.5%,"11:36 ET"
SCCO,"Southern Peru Copper Corp",39.78,-0.26,-0.65%,649,64.4%,35.6%,"11:34 ET"
ALLY,"Ally Financial",26.67,-0.049999999999997,-0.19%,647,51.0%,49.0%,"11:35 ET"
MAS,"Masco Corp",37.92,0.090000000000003,+0.24%,646,12.1%,87.9%,"11:36 ET"
CMA,"Comerica Inc",98.21,1.08,+1.11%,645,39.7%,60.3%,"11:36 ET"
COO,"Cooper Companies",261.27,1.29,+0.50%,643,68.4%,31.6%,"11:35 ET"
STWD,"Starwood Property Trust",22.44,0.029999999999998,+0.13%,642,92.2%,7.8%,"11:35 ET"
CRI,"Carter's Inc",96.05,-0.78,-0.81%,642,79.0%,21.0%,"11:35 ET"
EQT,"Eqt Corp",45.78,-0.19,-0.41%,638,25.7%,74.3%,"11:36 ET"
PCAR,"Paccar Inc",69.18,-0.80999999999999,-1.16%,636,64.6%,35.4%,"11:36 ET"
PANW,"Palo Alto Networks Inc",234.07,-2.05,-0.87%,635,81.3%,18.7%,"11:36 ET"
MS,"Morgan Stanley",47.69,-0.25,-0.52%,634,44.2%,55.8%,"11:35 ET"
WGO,"Winnebago Industries",37.65,-1.6,-4.08%,633,70.3%,29.7%,"11:26 ET"
AYX,"Alteryx Inc",61.28,-0.049999999999997,-0.08%,631,82.1%,17.9%,"11:34 ET"
MDR,"McDermott International",17.74,-0.07,-0.39%,629,64.7%,35.3%,"11:36 ET"
DK,"Delek US Holdings",48.22,-0.46,-0.94%,627,73.7%,26.3%,"11:35 ET"
TREX,"Trex Company",88.93,-0.22,-0.25%,626,54.6%,45.4%,"11:33 ET"
XNET,"Xunlei Limited ADR",8.65,-0.16,-1.82%,625,24.2%,75.8%,"11:32 ET"
NAK,"Northern Dynasty Minerals",0.54,0,0.00%,624,95.7%,4.3%,"11:21 ET"
MSB,"Mesabi Trust",27.3,-0.15,-0.55%,624,44.9%,55.1%,"11:19 ET"
APU,"Amerigas Partners LP",39.75,0.15,+0.38%,618,5.7%,94.3%,"11:21 ET"
PM,"Philip Morris International Inc",77.42,-0.95999999999999,-1.22%,614,37.5%,62.5%,"11:36 ET"
ZEN,"Zendesk Inc",70.69,0.73999999999999,+1.06%,614,46.9%,53.1%,"11:36 ET"
ATUS,"Altice USA Inc Class A",18.44,0.040000000000003,+0.22%,613,86.9%,13.1%,"11:36 ET"
SOHU,"Sohu.Com Inc",19.78,-0.22,-1.10%,611,13.3%,86.7%,"11:36 ET"
SENS,"Senseonics Holdings",4.48,-0.14,-3.03%,611,91.5%,8.5%,"11:29 ET"
ZTS,"Zoetis Inc Class A",88.1,-0.77000000000001,-0.87%,609,68.0%,32.0%,"11:36 ET"
SPGI,"S&P Global Inc",208.45,0.19999999999999,+0.10%,608,94.1%,5.9%,"11:36 ET"
CNX,"CNX Resources Corp",14.29,-0.77,-5.11%,607,52.9%,47.1%,"11:36 ET"
EGC,"Energy Xxi Gulf Coast Inc",8.73,0.21,+2.46%,605,100.0%,0.0%,"11:21 ET"
WRD,"Wildhorse Resour",19.39,0.25,+1.31%,603,48.3%,51.7%,"11:36 ET"
REGI,"Renewable Energy",26.75,0.02,+0.07%,601,61.2%,38.8%,"11:34 ET"
CX,"Cemex S.A.B. De C.V.",6.79,-0.04,-0.59%,599,92.5%,7.5%,"11:34 ET"
ARNA,"Arena Pharmaceutical",40.03,0.2,+0.50%,596,46.5%,53.5%,"11:36 ET"
SAVE,"Spirit Airlines Inc",48.4,0.13,+0.27%,594,69.2%,30.8%,"11:35 ET"
RYAM,"Rayonier Advanced Materials Inc",21.31,0.15,+0.71%,594,52.9%,47.1%,"11:36 ET"
PSTG,"Pure Storage Inc",28.89,0.39,+1.37%,587,62.9%,37.1%,"11:36 ET"
XON,"Intrexon Corp",14.37,0.26,+1.84%,586,79.0%,21.0%,"11:33 ET"
RDUS,"Radius Health",18.97,0.18,+0.96%,586,57.8%,42.2%,"11:36 ET"
APTV,"Aptiv Plc",84.56,-0.95999999999999,-1.12%,586,50.9%,49.1%,"11:36 ET"
KBR,"KBR Inc",20.03,-0.18,-0.89%,585,82.4%,17.6%,"11:35 ET"
NMIH,"Nmi Holdings Cmn A",23.15,-0.1,-0.43%,585,94.7%,5.3%,"11:35 ET"
AAP,"Advance Auto Parts Inc",167.82,0.88999999999999,+0.53%,583,33.1%,66.9%,"11:36 ET"
NEE,"Nextera Energy",172.85,0.81999999999999,+0.48%,582,59.8%,40.2%,"11:36 ET"
NANO,"Nanometrics Inc",38.01,-0.86,-2.21%,578,77.7%,22.3%,"11:35 ET"
ATI,"Allegheny Technologies Inc",25.01,-0.17,-0.68%,573,53.9%,46.1%,"11:35 ET"
DPW,"Digital Power Corp",0.45,-0.02,-4.26%,572,100.0%,0.0%,"11:35 ET"
ACHC,"Acadia Healthcr Co",37.49,-0.47,-1.24%,570,54.6%,45.4%,"11:35 ET"
UCTT,"Ultra Clean Holdings",13.75,-0.15,-1.08%,569,74.3%,25.7%,"11:30 ET"
MTG,"Mgic Investment Corp",13.02,-0.0099999999999998,-0.08%,566,78.6%,21.4%,"11:36 ET"
LNC,"Lincoln National Corp",64.65,-0.22,-0.34%,564,70.7%,29.3%,"11:36 ET"
VSH,"Vishay Intertechnology",21.65,-0.2,-0.92%,563,32.3%,67.7%,"11:29 ET"
ESIO,"Electro Sci Inds",17.79,-0.2,-1.11%,563,67.3%,32.7%,"11:36 ET"
STT,"State Street Corp",86.94,-0.16,-0.18%,561,48.0%,52.0%,"11:34 ET"
VECO,"Veeco Instrument",10.7,-0.12,-1.11%,559,13.6%,86.4%,"11:36 ET"
ODFL,"Old Dominion Freig",168.84,1.26,+0.75%,558,26.2%,73.8%,"11:36 ET"
SAIL,"Sailpoint Technologies Holdings Inc",32.68,0.34,+1.05%,557,96.6%,3.4%,"11:36 ET"
PAAS,"Pan Amer Silver Corp",14.34,-0.040000000000001,-0.28%,550,14.9%,85.1%,"11:36 ET"
HTZ,"Hertz Global Holdings Inc",18.65,-0.09,-0.48%,549,80.1%,19.9%,"11:36 ET"
LEA,"Lear Corp",158.45,-1.08,-0.68%,545,50.5%,49.5%,"11:34 ET"
RRC,"Range Resources Corp",14.57,0.0099999999999998,+0.07%,544,77.8%,22.2%,"11:36 ET"
TRCO,"Tribune Media Corp",37.03,0.07,+0.19%,541,94.6%,5.4%,"11:31 ET"
CPA,"Copa Holdings S.A.",75.99,-1.96,-2.51%,539,17.8%,82.2%,"11:35 ET"
CAG,"Conagra Brands Inc",36.57,-0.049999999999997,-0.14%,538,93.7%,6.3%,"11:36 ET"
ASGN,"On Assignment",84.73,-0.95999999999999,-1.12%,538,37.5%,62.5%,"11:35 ET"
HQY,Healthequity,97.16,0.56999999999999,+0.59%,538,67.1%,32.9%,"11:31 ET"
CA,"CA Inc",43.94,0.030000000000001,+0.07%,536,15.5%,84.5%,"11:36 ET"
ARCB,"Arcbest Corp",51,0.2,+0.39%,533,93.6%,6.4%,"11:27 ET"
PTEN,"Patterson-Uti Energy",16.51,0.33,+2.04%,526,20.9%,79.1%,"11:36 ET"
RESI,"Altisource Residential Corporat",10.88,-0.11,-1.00%,525,84.4%,15.6%,"11:26 ET"
SAFM,"Sanderson Farms In",105.72,0.20999999999999,+0.20%,521,18.6%,81.4%,"11:36 ET"
DOV,"Dover Corp",87.04,1.51,+1.77%,519,38.9%,61.1%,"11:35 ET"
SQM,"Sociedad Quimica Y Minera S.A.",42.98,-0.07,-0.16%,514,63.2%,36.8%,"11:34 ET"
SIEN,"Sientra Inc",24.98,-0.18,-0.72%,514,90.9%,9.1%,"11:23 ET"
TLYS,"Tilly's Inc",19.57,0.080000000000002,+0.41%,513,60.2%,39.8%,"11:35 ET"
SMG,"Scotts Miracle-Gro Company",77.32,0.44,+0.57%,511,63.8%,36.2%,"11:36 ET"
MDC,"M.D.C. Holdings",31.53,0.23,+0.73%,511,2.7%,97.3%,"11:33 ET"
BKE,"Buckle Inc",22.8,-0.099999999999998,-0.44%,511,75.7%,24.3%,"11:34 ET"
DCI,"Donaldson Company",56.97,-0.22,-0.38%,510,45.5%,54.5%,"11:34 ET"
BCC,"Boise Cascade L.L.C.",43.4,-0.049999999999997,-0.12%,509,73.7%,26.3%,"11:27 ET"
ACIA,"Acacia Communica",40.01,-0.4,-0.99%,508,37.4%,62.6%,"11:35 ET"
WIN,"Windstream Hldgs Inc",3.96,0.07,+1.80%,506,88.7%,11.3%,"11:35 ET"
SPR,"Spirit Aerosystems Holdings",85.71,0.27999999999999,+0.33%,505,79.4%,20.6%,"11:34 ET"
AT,"Atlantic Power Corp",2.12,-0.03,-1.40%,505,1.0%,99.0%,"11:36 ET"
WMGI,"Wright Med Grp Nv",28.14,-0.079999999999998,-0.28%,504,1.0%,99.0%,"11:34 ET"
BRKS,"Brooks Automation",35.63,-0.23,-0.64%,503,24.1%,75.9%,"11:34 ET"
FSLR,"First Solar Inc",48.34,0.18000000000001,+0.37%,501,49.1%,50.9%,"11:36 ET"
TUP,"Tupperware Corp",31.82,-0.02,-0.06%,498,40.6%,59.4%,"11:34 ET"
MDXG,"Mimedx Group Inc",5.29,-0.02,-0.38%,498,40.6%,59.4%,"11:34 ET"
GLUU,"Glu Mobile Inc",7.41,0.05,+0.68%,497,69.2%,30.8%,"11:36 ET"
APH,"Amphenol Corp",96.3,-0.019999999999996,-0.02%,495,63.0%,37.0%,"11:35 ET"
HRI,"Herc Holdings Inc",51.77,1.14,+2.25%,495,92.3%,7.7%,"11:35 ET"
TER,"Teradyne Inc",38.75,-0.7,-1.77%,494,73.7%,26.3%,"11:36 ET"
BR,"Broadridge Financial Solutions Llc",137.09,0.25999999999999,+0.19%,491,31.6%,68.4%,"11:30 ET"
CHS,"Chico's Fas",8.77,-0.050000000000001,-0.57%,486,50.6%,49.4%,"11:35 ET"
QUOT,"Quotient Technology Inc",15.65,0.050000000000001,+0.32%,485,52.0%,48.0%,"11:32 ET"
SNBR,"Sleep Number Corporation",36.82,0.59,+1.63%,484,50.2%,49.8%,"11:35 ET"
MKC,"Mccormick & Company Inc",130.59,-0.91999999999999,-0.70%,482,56.4%,43.6%,"11:36 ET"
MFC,"Manulife Financial Corp",17.63,-0.09,-0.51%,478,47.1%,52.9%,"11:35 ET"
PDCO,"Patterson Companies",23.53,-0.29,-1.22%,475,86.1%,13.9%,"11:33 ET"
VTR,"Ventas Inc",59.15,-0.13,-0.22%,473,44.8%,55.2%,"11:35 ET"
BPT,"BP Prudhoe Bay Royalty Trust",31.25,0.45,+1.46%,472,45.3%,54.7%,"11:32 ET"
ERJ,"Embraer-Empresa Brasileira De Aeronautica",19.15,-0.28,-1.44%,471,50.7%,49.3%,"11:35 ET"
AEP,"American Electric Power Company",73.41,0.0099999999999909,+0.01%,469,66.5%,33.5%,"11:36 ET"
UBS,"UBS Group Ag",15.48,-0.059999999999999,-0.39%,468,7.9%,92.1%,"11:36 ET"
NFX,"Newfield Exploration Company",26.51,0.11,+0.42%,467,44.8%,55.2%,"11:34 ET"
TECD,"Tech Data Cp",74.24,-0.53,-0.71%,466,86.1%,13.9%,"11:29 ET"
BTI,"British American Tobacco Industries",46.16,-1.19,-2.51%,466,57.9%,42.1%,"11:35 ET"
UIS,"Unisys Corp",19.8,0.2,+1.02%,464,77.6%,22.4%,"11:34 ET"
MBT,"Mobile Telesystems",7.39,0.04,+0.54%,462,33.3%,66.7%,"11:36 ET"
MXIM,"Maxim Integrated",60.02,0.78,+1.32%,460,59.3%,40.7%,"11:36 ET"
FFIN,"First Finl Bkshs Inc",61.45,0.15000000000001,+0.24%,460,100.0%,0.0%,"11:34 ET"
WCG,"Wellcare Group",309.75,0.92000000000002,+0.30%,459,53.4%,46.6%,"11:27 ET"
TRTN,"Triton International Ltd",37.88,0.25,+0.66%,459,81.0%,19.0%,"11:34 ET"
MHK,"Mohawk Industries",189.63,-0.14000000000001,-0.07%,458,69.7%,30.3%,"11:36 ET"
TOT,"Totalfinaelf S.A.",61.39,1.39,+2.32%,457,47.5%,52.5%,"11:36 ET"
CBPO,"China Biologic Produ",81.85,-0.33000000000001,-0.40%,455,31.2%,68.8%,"11:29 ET"
BMA,"Banco Macro S.A.",39.97,-2.01,-4.79%,452,49.6%,50.4%,"11:20 ET"
SKT,"Tanger Factory Outlet Centers",23.15,-0.020000000000003,-0.09%,451,48.6%,51.4%,"11:35 ET"
AQMS,"Aqua Metals Inc",2.75,-0.04,-1.43%,451,90.5%,9.5%,"11:35 ET"
PVG,"Pretium Res Inc",7.22,-0.1,-1.37%,450,9.6%,90.4%,"11:35 ET"
ASNA,"Ascena Retail Grp",4.39,-0.050000000000001,-1.13%,449,98.4%,1.6%,"11:35 ET"
SWCH,"Switch Inc",10.83,-0.07,-0.64%,447,87.7%,12.3%,"11:32 ET"
BEAT,"Biotelemetry Inc",61.4,0.049999999999997,+0.08%,446,52.9%,47.1%,"11:21 ET"
SRCL,"Stericycle Inc",61.24,-0.68,-1.10%,445,13.0%,87.0%,"11:34 ET"
CACI,"Caci International",194.65,0.050000000000011,+0.03%,443,10.2%,89.8%,"11:34 ET"
CARS,"Cars.Com Inc",26.08,-0.72,-2.69%,442,100.0%,0.0%,"11:34 ET"
AYR,"Aircastle Ltd",20.49,0.09,+0.44%,441,9.3%,90.7%,"11:35 ET"
ZBRA,"Zebra Technologies",170.66,0.60999999999999,+0.36%,440,42.7%,57.3%,"11:35 ET"
SYK,"Stryker Corp",171.44,1.05,+0.62%,439,57.4%,42.6%,"11:36 ET"
LULU,"Lululemon Athletica",153.21,-0.90000000000001,-0.58%,439,76.3%,23.7%,"11:36 ET"
TD,"Toronto Dominion Bank",60.35,0.009999999999998,+0.02%,438,51.6%,48.4%,"11:36 ET"
CLVS,"Clovis Oncology Inc",34.71,-0.6,-1.70%,438,69.9%,30.1%,"11:31 ET"
LEE,"Lee Enterprises Inc",2.72,0.07,+2.64%,437,100.0%,0.0%,"11:19 ET"
BHF,"Brighthouse Financial Inc",40.27,0.27,+0.68%,437,78.9%,21.1%,"11:36 ET"
LEG,"Leggett & Platt Inc",46.22,0.049999999999997,+0.11%,431,27.6%,72.4%,"11:35 ET"
FCEL,"Fuelcell Energy Inc",1.06,0,0.00%,431,88.9%,11.1%,"11:21 ET"
NTLA,"Intellia Thera CS",28.32,1.34,+4.97%,431,48.5%,51.5%,"11:27 ET"
NAT,"Nordic American Tanker Shipping Ltd",2.09,-0.03,-1.42%,430,43.7%,56.3%,"11:21 ET"
TSS,"Total System Services",98.98,0.10000000000001,+0.10%,428,48.1%,51.9%,"11:35 ET"
IMAX,"Imax Corp",24.25,0.050000000000001,+0.21%,428,88.8%,11.2%,"11:33 ET"
HBI,"Hanesbrands Inc",17.71,-0.059999999999999,-0.34%,428,84.6%,15.4%,"11:36 ET"
SD,"Sandridge Energy Inc",11.73,-2.57,-17.97%,427,57.8%,42.2%,"11:34 ET"
KAR,"Kar Auction Services Inc",63.5,-0.24,-0.38%,427,100.0%,0.0%,"11:36 ET"
XXII,"22nd Century Group Inc",2.76,-0.01,-0.36%,427,82.0%,18.0%,"11:36 ET"
FRPT,"Freshpet Inc CS",35.75,0.049999999999997,+0.14%,427,60.0%,40.0%,"11:34 ET"
SYNA,"Synaptics Inc",45.59,-0.44,-0.96%,424,34.4%,65.6%,"11:31 ET"
ERIC,"Ericsson ADR",8.53,-0.0099999999999998,-0.12%,421,96.2%,3.8%,"11:35 ET"
LE,"Lands' End Inc",19.1,0.1,+0.53%,421,93.8%,6.2%,"11:30 ET"
TRVN,"Trevena Inc",1.66,-0.05,-2.92%,420,93.1%,6.9%,"11:21 ET"
MIC,"Macquarie Infrastructure Company Trust",46.52,0.020000000000003,+0.04%,419,74.0%,26.0%,"11:34 ET"
PETQ,"Petiq Inc Class A",40.38,1.28,+3.27%,418,46.2%,53.8%,"11:36 ET"
XL,"XL Company Switzerland Gmbh",57.58,0.58,+1.02%,415,36.4%,63.6%,"11:36 ET"
EPAM,"Epam Systems Inc",138.05,0.73000000000002,+0.53%,413,95.4%,4.6%,"11:32 ET"
TRP,"Transcananda Pipelines",42.06,0.2,+0.48%,412,93.7%,6.3%,"11:33 ET"
SOGO,"Sogou Inc",7.41,-0.16,-2.11%,411,32.1%,67.9%,"11:36 ET"
UNFI,"United Nat Foods I",34.03,-0.060000000000002,-0.18%,410,89.5%,10.5%,"11:36 ET"
CVNA,"Carvana Co. Class A",68.03,-0.25,-0.37%,410,60.7%,39.3%,"11:36 ET"
TRST,"Trustco Bank Corp NY",9.12,0.02,+0.22%,406,100.0%,0.0%,"11:21 ET"
ORBC,"Orbcomm Inc",10.88,-0.0099999999999998,-0.09%,406,75.4%,24.6%,"11:35 ET"
TWO,"Two Harbors Investments Corp",15.78,-0.0099999999999998,-0.06%,405,38.3%,61.7%,"11:36 ET"
DXC,"Dxc Technology Company",89.97,0.2,+0.22%,405,71.6%,28.4%,"11:36 ET"
MYGN,"Myriad Genetics Inc",45.99,-0.75,-1.60%,403,67.0%,33.0%,"11:33 ET"
BOFI,"Bofi Holding Inc",36.28,-0.35,-0.96%,401,71.1%,28.9%,"11:33 ET"
CRZO,"Carrizo Oil & Gas",23.65,0.44,+1.90%,400,77.5%,22.5%,"11:36 ET"
CIO,"City Office REIT Inc",12.6,0.02,+0.16%,400,1.3%,98.8%,"11:33 ET"
DNB,"Dun & Bradstreet Corp",142.37,-0.12,-0.08%,398,95.2%,4.8%,"11:30 ET"
SNPS,"Synopsys Inc",102.41,-0.18000000000001,-0.18%,395,72.7%,27.3%,"11:36 ET"
LPI,"Laredo Petroleum Holdings Inc",7.76,0.069999999999999,+0.91%,395,86.3%,13.7%,"11:36 ET"
ABEO,"Abeona Therapeutics",13.75,0.25,+1.85%,395,81.8%,18.2%,"11:25 ET"
AGCO,"Agco Corp",60.35,-0.29,-0.48%,394,69.5%,30.5%,"11:34 ET"
